CourseID,ReadStat,Rate1,Rate2,Rate3,Rate4,Rate5,Sum,NewEnrolled,UpdateDate,Upd_monthes,Orig_Price,Curr_Price,Discount,Time
112314, OK,1,0,2,34,160,197,1910, 9/2017,34,539.99,323.99,40, 2020-07-09 15:25:12 
656364, OK,1,0,1,3,13,18,838, 10/2019,9,779.99,467.99,40, 2020-07-09 15:25:14 
105350, OK,0,1,0,3,5,9,3179, 11/2018,20,599.99,359.99,40, 2020-07-09 15:25:16 
606494, OK,2,1,5,17,12,37,1339, 4/2016,51,199.99,119.99,40, 2020-07-09 15:25:19 
1217408, OK,1,2,7,49,112,171,5964, 8/2017,35,199.99,119.99,40, 2020-07-09 15:25:21 
1037868, OK,1,1,3,10,12,27,279, 10/2017,33,599.99,359.99,40, 2020-07-09 15:25:24 
1008098, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:25:25 
650836, OK,4,4,5,9,5,27,638, 5/2017,38,79.99,47.99,40, 2020-07-09 15:25:28 
504168, OK,1,1,6,38,79,125,683, 6/2015,61,179.99,107.99,40, 2020-07-09 15:25:31 
761584, OK,0,1,8,31,42,82,983, 2/2016,53,139.99,83.99,40, 2020-07-09 15:25:33 
743884, OK,1,0,1,1,13,16,389, 4/2016,51,159.99,95.99,40, 2020-07-09 15:25:35 
583224, OK,0,0,0,0,5,5,65, 8/2015,59,159.99,95.99,40, 2020-07-09 15:25:37 
725906, OK,4,3,24,68,144,243,1145, 2/2016,53,299.99,179.99,40, 2020-07-09 15:25:39 
1146368, OK,0,1,1,9,25,36,180, 3/2017,40,79.99,47.99,40, 2020-07-09 15:25:42 
589248, OK,0,0,1,0,2,3,444, 4/2016,51,159.99,95.99,40, 2020-07-09 15:25:44 
584468, OK,0,0,0,1,4,5,59, 8/2015,59,159.99,95.99,40, 2020-07-09 15:25:46 
807934, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,11543, 0/0, NaN ,0,0,0, 2020-07-09 15:25:49 
532572, OK,0,1,0,2,2,5,52, 4/2017,39,79.99,47.99,40, 2020-07-09 15:25:51 
53277, OK,0,1,1,3,1,6,47, 7/2013,84,79.99,47.99,40, 2020-07-09 15:25:53 
670376, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,6973, 0/0, NaN ,0,0,0, 2020-07-09 15:25:55 
1149202, OK,2,1,7,9,8,27,420, 11/2017,32,239.99,143.99,40, 2020-07-09 15:25:58 
802040, OK,0,0,1,3,5,9,55, 10/2019,9,119.99,71.99,40, 2020-07-09 15:26:00 
789820, OK,0,0,0,0,1,1,240, 5/2016,50,159.99,95.99,40, 2020-07-09 15:26:02 
806640, OK,0,0,1,1,0,2,33, 3/2016,52, NaN, NaN, NaN , 2020-07-09 15:26:03 
802038, OK,0,0,2,1,2,5,54, 12/2016,43,119.99,71.99,40, 2020-07-09 15:26:06 
818838, OK,0,0,6,17,17,40,159, 2/2019,17,379.99,227.99,40, 2020-07-09 15:26:08 
269832, OK,0,0,0,0,2,2,15, 8/2014,71,79.99,47.99,40, 2020-07-09 15:26:10 
759130, OK,2,0,0,4,3,9,329, 3/2016,52,199.99,119.99,40, 2020-07-09 15:26:12 
556076, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:26:14 
824020, OK,2,1,2,2,2,9,120, 4/2016,51,199.99,119.99,40, 2020-07-09 15:26:16 
1223570, OK,0,0,1,1,7,9,84, 5/2017,38,99.99,59.99,40, 2020-07-09 15:26:18 
139792, OK,0,0,1,0,4,5,115, 3/2014,76,139.99,83.99,40, 2020-07-09 15:26:20 
482334, OK,0,1,0,5,2,8,74, 4/2018,27,79.99,47.99,40, 2020-07-09 15:26:22 
602812, OK,1,2,13,26,43,85,923, 6/2019,13,239.99,143.99,40, 2020-07-09 15:26:24 
1036400, OK,0,0,1,1,5,7,94, 5/2017,38,779.99,467.99,40, 2020-07-09 15:26:27 
866528, OK,0,0,2,1,2,5,199, 3/2018,28,199.99,119.99,40, 2020-07-09 15:26:29 
471352, OK,0,0,0,2,3,5,138, 3/2018,28,199.99,119.99,40, 2020-07-09 15:26:32 
744080, OK,0,0,1,6,10,17,255, 4/2016,51,159.99,95.99,40, 2020-07-09 15:26:35 
620372, OK,3,2,0,3,4,12,116, 10/2015,57,259.99,155.99,40, 2020-07-09 15:26:37 
214418, OK,1,1,0,1,2,5,324, 6/2015,61,399.99,239.99,40, 2020-07-09 15:26:40 
619856, OK,0,0,0,0,3,3,133, 3/2018,28,199.99,119.99,40, 2020-07-09 15:26:43 
839028, OK,0,0,0,0,1,1,40, 5/2019,14,119.99,71.99,40, 2020-07-09 15:26:45 
771880, OK,1,1,2,1,4,9,85, 2/2019,17,379.99,227.99,40, 2020-07-09 15:26:48 
228268, OK,0,0,0,1,1,2,49, 6/2014,73,139.99,83.99,40, 2020-07-09 15:26:50 
944550, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:26:52 
839026, OK,0,0,0,1,0,1,40, 12/2016,43,119.99,71.99,40, 2020-07-09 15:26:54 
838320, OK,1,1,0,1,2,5,44, 6/2016,49,79.99,47.99,40, 2020-07-09 15:26:57 
838896, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:26:58 
812602, OK,1,0,1,3,5,10,56, 2/2019,17,379.99,227.99,40, 2020-07-09 15:27:00 
190906, OK,0,0,0,1,1,2,47, 4/2014,75,139.99,83.99,40, 2020-07-09 15:27:02 
1124590, OK,1,0,2,2,3,8,30, 6/2017,37,199.99,119.99,40, 2020-07-09 15:27:04 
917176, OK,0,0,2,4,6,12,92, 2/2017,41,99.99,59.99,40, 2020-07-09 15:27:06 
647884, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:08 
646918, OK,0,0,2,3,12,17, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:10 
1216752, OK,0,0,0,0,3,3, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:12 
1193536, OK,0,0,0,3,2,5,24, 5/2017,38,179.99,107.99,40, 2020-07-09 15:27:15 
430962, OK,0,0,2,1,11,14, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:17 
631480, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,3039, 0/0, NaN ,0,0,0, 2020-07-09 15:27:20 
970462, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:21 
852426, OK,1,1,2,7,22,33, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:23 
430992, OK,1,0,3,8,33,45, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:25 
733922, OK,2,0,1,13,12,28, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:27 
608436, OK,1,1,1,10,8,21, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:29 
217628, OK,0,0,0,2,4,6,32, 5/2014,74,79.99,47.99,40, 2020-07-09 15:27:31 
631444, OK,1,2,1,4,10,18,241, 6/2017,37,199.99,119.99,40, 2020-07-09 15:27:34 
935900, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:35 
713492, OK,0,1,5,5,5,16, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:38 
218540, OK,0,0,0,2,5,7,56, 5/2014,74,79.99,47.99,40, 2020-07-09 15:27:39 
211780, OK,0,0,1,2,1,4,25, 5/2014,74,199.99,119.99,40, 2020-07-09 15:27:41 
217320, OK,2,1,2,9,15,29,90, 5/2014,74,79.99,47.99,40, 2020-07-09 15:27:44 
387064, OK,0,0,1,0,2,3,19, 1/2015,66,79.99,47.99,40, 2020-07-09 15:27:47 
219756, OK,2,0,0,0,4,6,27, 5/2014,74,199.99,119.99,40, 2020-07-09 15:27:50 
1243162, OK,1,0,1,2,7,11, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:52 
1174974, OK,0,0,1,7,8,16, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:54 
214828, OK,0,1,1,0,2,4,23, 5/2014,74,79.99,47.99,40, 2020-07-09 15:27:56 
430994, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:27:57 
207408, OK,0,0,0,1,2,3,26, 5/2014,74,199.99,119.99,40, 2020-07-09 15:27:59 
445118, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:28:01 
146852, OK,1,3,6,10,32,52,533, 1/2014,78,139.99,83.99,40, 2020-07-09 15:28:03 
147754, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,3491, 0/0, NaN ,0,0,0, 2020-07-09 15:28:05 
131512, OK,2,2,2,7,12,25,519, 12/2013,79,199.99,119.99,40, 2020-07-09 15:28:07 
140168, OK,0,0,1,10,29,40,1044, 1/2014,78,779.99,467.99,40, 2020-07-09 15:28:09 
510098, OK,0,1,4,14,23,42,236, 8/2015,59,159.99,95.99,40, 2020-07-09 15:28:12 
561774, OK,0,0,0,2,2,4,426, 11/2018,20,79.99,47.99,40, 2020-07-09 15:28:14 
1102396, OK,0,0,0,2,5,7,49, 2/2017,41,159.99,95.99,40, 2020-07-09 15:28:16 
1173716, OK,4,1,8,16,34,63,569, 2/2019,17,319.99,191.99,40, 2020-07-09 15:28:18 
761938, OK,1,1,4,12,20,38,490, 2/2016,53,139.99,83.99,40, 2020-07-09 15:28:20 
374566, OK,1,1,2,7,17,28,590, 1/2017,42,199.99,119.99,40, 2020-07-09 15:28:22 
182940, OK,2,0,0,2,8,12,797, 6/2015,61,399.99,239.99,40, 2020-07-09 15:28:24 
1003250, OK,0,4,13,27,65,109,704, 11/2016,44,159.99,95.99,40, 2020-07-09 15:28:27 
1190448, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:28:29 
647276, OK,1,2,6,20,50,79,710, 11/2019,8,299.99,179.99,40, 2020-07-09 15:28:31 
26648, OK,0,0,0,4,5,9,1738, 0/0, NaN ,119.99,71.99,40, 2020-07-09 15:28:33 
264396, OK,0,1,4,7,8,20,419, 9/2014,70,79.99,47.99,40, 2020-07-09 15:28:35 
153230, OK,0,0,0,2,6,8,188, 2/2014,77,79.99,47.99,40, 2020-07-09 15:28:37 
601230, OK,0,0,0,3,4,7,420, 11/2016,44,79.99,47.99,40, 2020-07-09 15:28:40 
326310, OK,0,1,1,1,5,8,142, 2/2015,65,399.99,239.99,40, 2020-07-09 15:28:42 
398522, OK,0,3,5,12,24,44,790, 6/2016,49,319.99,191.99,40, 2020-07-09 15:28:44 
773144, OK,0,0,0,2,5,7,233, 4/2016,51,159.99,95.99,40, 2020-07-09 15:28:47 
324226, OK,2,5,8,33,85,133,1495, 3/2018,28,199.99,119.99,40, 2020-07-09 15:28:49 
888668, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:28:51 
301686, OK,0,0,0,1,2,3,612, 3/2018,28,159.99,95.99,40, 2020-07-09 15:28:54 
151027, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:28:55 
269830, OK,0,0,0,0,3,3,17, 8/2014,71,79.99,47.99,40, 2020-07-09 15:28:58 
315812, OK,3,1,4,35,118,161,500, 10/2014,69, NaN, NaN, NaN , 2020-07-09 15:29:00 
373636, OK,1,0,1,11,21,34,527, 3/2018,28,199.99,119.99,40, 2020-07-09 15:29:02 
1113170, OK,0,2,5,19,29,55,415, 11/2019,8,199.99,119.99,40, 2020-07-09 15:29:04 
336446, OK,0,0,2,2,9,13,405, 1/2015,66,79.99,47.99,40, 2020-07-09 15:29:07 
455676, OK,2,3,5,16,34,60,288, 4/2015,63,199.99,119.99,40, 2020-07-09 15:29:09 
200108, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:29:11 
198660, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,5815, 0/0, NaN ,0,0,0, 2020-07-09 15:29:13 
763100, OK,0,1,3,18,30,52,532, 2/2016,53,139.99,83.99,40, 2020-07-09 15:29:15 
922828, OK,0,0,1,5,20,26, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:29:17 
32033, OK,3,0,3,2,38,46,385, 12/2012,91,79.99,47.99,40, 2020-07-09 15:29:20 
286070, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,14333, 0/0, NaN ,0,0,0, 2020-07-09 15:29:22 
55569, OK,1,2,8,16,25,52, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:29:24 
725566, OK,2,8,53,74,121,258, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:29:27 
829616, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:29:28 
888852, OK,0,0,0,1,5,6, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:29:31 
286898, OK,3,2,13,55,68,141,1658, 9/2014,70, NaN, NaN, NaN , 2020-07-09 15:29:32 
375830, OK,0,4,6,17,22,49,642, 2/2015,65,139.99,83.99,40, 2020-07-09 15:29:35 
207440, OK,16,14,81,168,219,498,2738, 6/2014,73,339.99,203.99,40, 2020-07-09 15:29:37 
1042382, OK,0,0,1,4,15,20, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:29:39 
1114722, OK,0,0,0,2,6,8,52, 7/2018,24,159.99,95.99,40, 2020-07-09 15:29:41 
1102436, OK,0,0,1,0,1,2,120, 0/0, NaN ,179.99,107.99,40, 2020-07-09 15:29:44 
644820, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:29:46 
131562, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:29:48 
628606, OK,0,0,8,38,69,115,486, 8/2018,23,319.99,191.99,40, 2020-07-09 15:29:50 
459888, OK,0,0,1,5,11,17,264, 3/2019,16,199.99,119.99,40, 2020-07-09 15:29:52 
1141614, OK,0,0,1,4,12,17,101, 3/2017,40,99.99,59.99,40, 2020-07-09 15:29:54 
605074, OK,0,0,3,10,9,22,662, 3/2018,28,199.99,119.99,40, 2020-07-09 15:29:56 
749616, OK,0,0,5,21,38,64,2401, 5/2016,50,79.99,47.99,40, 2020-07-09 15:29:59 
470482, OK,0,0,2,12,8,22,263, 3/2018,28,199.99,119.99,40, 2020-07-09 15:30:01 
344348, OK,0,1,10,29,25,65,950, 3/2019,16,199.99,119.99,40, 2020-07-09 15:30:06 
373556, OK,1,0,4,3,11,19,428, 3/2018,28,199.99,119.99,40, 2020-07-09 15:30:07 
214794, OK,1,0,0,0,1,2,14, 5/2014,74,79.99,47.99,40, 2020-07-09 15:30:10 
782458, OK,1,0,0,2,2,5, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:30:14 
823494, OK,1,2,0,0,1,4, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:30:18 
212492, OK,0,0,1,3,1,5,13, 5/2014,74,79.99,47.99,40, 2020-07-09 15:30:21 
961774, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:30:24 
1261210, OK,2,1,1,1,65,70, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:30:27 
211052, OK,0,0,1,5,5,11,32, 5/2014,74,79.99,47.99,40, 2020-07-09 15:30:29 
597868, OK,0,0,0,0,2,2, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:30:32 
218658, OK,0,0,1,1,3,5,20, 5/2014,74,199.99,119.99,40, 2020-07-09 15:30:34 
1048182, OK,1,1,0,5,4,11, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:30:37 
758216, OK,0,1,6,4,21,32, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:30:39 
1144780, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:30:41 
628798, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:30:43 
398224, OK,1,0,0,0,7,8,241, 4/2015,63,779.99,467.99,40, 2020-07-09 15:30:45 
147174, OK,0,0,0,5,12,17,121, 1/2014,78, NaN, NaN, NaN , 2020-07-09 15:30:47 
799912, OK,1,0,11,7,24,43,348, 2/2019,17,379.99,227.99,40, 2020-07-09 15:30:50 
655958, OK,0,0,0,1,1,2,844, 12/2015,55,159.99,95.99,40, 2020-07-09 15:30:52 
744034, OK,0,1,4,6,7,18,239, 4/2016,51,159.99,95.99,40, 2020-07-09 15:30:54 
139790, OK,0,0,1,0,4,5,196, 10/2015,57,139.99,83.99,40, 2020-07-09 15:30:56 
288854, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,6117, 0/0, NaN ,0,0,0, 2020-07-09 15:30:58 
588264, OK,0,0,0,0,2,2,71, 8/2015,59,79.99,47.99,40, 2020-07-09 15:31:01 
773156, OK,0,0,0,0,1,1,154, 4/2016,51,159.99,95.99,40, 2020-07-09 15:31:03 
931152, OK,0,0,3,6,11,20,222, 8/2016,47,159.99,95.99,40, 2020-07-09 15:31:05 
21080, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:31:07 
151120, OK,0,2,2,0,2,6,58, 2/2014,77,79.99,47.99,40, 2020-07-09 15:31:09 
1236576, OK,1,0,2,2,5,10,70, 1/2020,6,159.99,95.99,40, 2020-07-09 15:31:12 
139784, OK,0,0,0,3,8,11,174, 3/2014,76,139.99,83.99,40, 2020-07-09 15:31:15 
486412, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:31:17 
459468, OK,0,0,0,0,2,2,252, 3/2018,28,199.99,119.99,40, 2020-07-09 15:31:21 
663696, OK,2,0,0,1,2,5,70, 11/2015,56,79.99,47.99,40, 2020-07-09 15:31:23 
933812, OK,0,0,1,0,2,3,32, 9/2016,46,159.99,95.99,40, 2020-07-09 15:31:26 
149602, OK,1,1,3,1,3,9,122, 4/2017,39,79.99,47.99,40, 2020-07-09 15:31:29 
277770, OK,0,1,1,0,3,5,251, 3/2016,52,119.99,71.99,40, 2020-07-09 15:31:31 
552606, OK,0,0,1,3,4,8,20, 7/2015,60,179.99,107.99,40, 2020-07-09 15:31:34 
459926, OK,2,0,0,0,2,4,223, 3/2018,28,199.99,119.99,40, 2020-07-09 15:31:37 
1040596, OK,0,0,0,0,3,3,54, 10/2017,33, NaN, NaN, NaN , 2020-07-09 15:31:39 
266004, OK,0,0,0,1,3,4,15, 8/2014,71,79.99,47.99,40, 2020-07-09 15:31:41 
720072, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,5565, 0/0, NaN ,0,0,0, 2020-07-09 15:31:44 
1046768, OK,0,0,0,1,3,4,37, 1/2017,42,159.99,95.99,40, 2020-07-09 15:31:46 
138336, OK,1,0,2,1,2,6,257, 2/2014,77,99.99,59.99,40, 2020-07-09 15:31:48 
333046, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:31:50 
459207, OK,0,0,0,5,3,8,243, 3/2018,28,199.99,119.99,40, 2020-07-09 15:31:52 
814474, OK,0,1,2,4,4,11,118, 4/2016,51,199.99,119.99,40, 2020-07-09 15:31:54 
1104496, OK,0,0,0,0,4,4,30, 5/2017,38,159.99,95.99,40, 2020-07-09 15:31:57 
188064, OK,0,0,0,5,5,10,249, 1/2017,42,199.99,119.99,40, 2020-07-09 15:31:59 
578750, OK,1,0,1,0,0,2,517, 0/0, NaN ,139.99,83.99,40, 2020-07-09 15:32:01 
184088, OK,2,0,0,2,6,10,279, 3/2018,28,199.99,119.99,40, 2020-07-09 15:32:03 
1198302, OK,1,1,3,11,33,49,342, 6/2017,37,99.99,59.99,40, 2020-07-09 15:32:06 
208126, OK,1,0,0,0,1,2,10, 5/2014,74,119.99,71.99,40, 2020-07-09 15:32:08 
34332, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:32:10 
204014, OK,1,0,0,0,1,2,10, 4/2014,75,199.99,119.99,40, 2020-07-09 15:32:12 
219844, OK,0,0,0,0,0,0,7, 5/2014,74,79.99,47.99,40, 2020-07-09 15:32:15 
212506, OK,0,0,0,0,0,0,5, 5/2014,74,119.99,71.99,40, 2020-07-09 15:32:17 
687742, OK,0,0,0,0,0,0, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:32:20 
219878, OK,0,0,1,0,0,1,6, 0/0, NaN ,79.99,47.99,40, 2020-07-09 15:32:22 
207304, OK,0,1,1,2,4,8,27, 4/2014,75,79.99,47.99,40, 2020-07-09 15:32:24 
195196, OK,0,0,0,0,0,0,8, 5/2014,74,199.99,119.99,40, 2020-07-09 15:32:27 
834422, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:32:28 
724436, OK,1,1,3,2,3,10, NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:32:31 
448250, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:32:33 
796188, OK,0,0,0,2,15,17,111, 7/2017,36,399.99,239.99,40, 2020-07-09 15:32:35 
773174, OK,0,0,0,0,0,0,136, 4/2016,51,159.99,95.99,40, 2020-07-09 15:32:37 
450246, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:32:38 
201472, OK,0,0,0,1,1,2,129, 4/2014,75,99.99,59.99,40, 2020-07-09 15:32:40 
452514, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:32:42 
765056, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:32:44 
196234, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:32:46 
380596, OK,0,0,1,0,2,3,123, 1/2015,66,79.99,47.99,40, 2020-07-09 15:32:48 
812370, OK,0,0,0,0,0,0,74, 4/2016,51,199.99,119.99,40, 2020-07-09 15:32:51 
832514, OK,1,0,1,2,2,6,34, 2/2019,17,379.99,227.99,40, 2020-07-09 15:32:53 
1025536, OK,0,0,1,0,0,1,48, 12/2016,43,199.99,119.99,40, 2020-07-09 15:32:56 
82960, OK,0,1,0,0,0,1,81, 11/2013,80,79.99,47.99,40, 2020-07-09 15:32:58 
1207112, OK,0,1,0,1,8,10,787, 0/0, NaN ,199.99,119.99,40, 2020-07-09 15:33:01 
457206, OK,1,2,3,17,22,45,311, 3/2018,28,199.99,119.99,40, 2020-07-09 15:33:03 
589900, OK,0,0,1,2,1,4,218, 10/2015,57,79.99,47.99,40, 2020-07-09 15:33:05 
854694, OK,0,0,0,1,3,4,44, 8/2016,47,159.99,95.99,40, 2020-07-09 15:33:09 
861566, OK,0,0,2,1,2,5,288, 5/2016,50,79.99,47.99,40, 2020-07-09 15:33:11 
1244302, OK,0,2,5,16,32,55,5216, 11/2018,20,299.99,179.99,40, 2020-07-09 15:33:13 
349142, OK,0,0,1,8,15,24,268, 3/2018,28,199.99,119.99,40, 2020-07-09 15:33:15 
56970, OK,0,1,0,5,18,24,190, 9/2013,82,79.99,47.99,40, 2020-07-09 15:33:17 
762482, OK,1,0,0,5,13,19,235, 2/2016,53,139.99,83.99,40, 2020-07-09 15:33:19 
100916, OK,2,0,0,1,16,19,489, 10/2013,81,79.99,47.99,40, 2020-07-09 15:33:21 
869312, OK,0,0,3,13,30,46,323, 7/2016,48,139.99,83.99,40, 2020-07-09 15:33:23 
721274, OK,0,0,7,16,34,57,739, 8/2017,35,179.99,107.99,40, 2020-07-09 15:33:25 
719920, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    ,7183, 0/0, NaN ,0,0,0, 2020-07-09 15:33:28 
846962, OK,0,2,7,12,26,47,426, 11/2019,8,199.99,119.99,40, 2020-07-09 15:33:30 
206986, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:33:32 
813142, OK,0,0,2,4,1,7,99, 4/2016,51,199.99,119.99,40, 2020-07-09 15:33:35 
701662, OK,0,0,0,0,3,3,52, 12/2015,55,79.99,47.99,40, 2020-07-09 15:33:37 
90132, OK,1,1,2,1,6,11,347, 4/2015,63,119.99,71.99,40, 2020-07-09 15:33:39 
815182, OK,1,3,2,4,8,18,387, 4/2016,51,199.99,119.99,40, 2020-07-09 15:33:41 
476000, OK,5,2,6,15,31,59,531, 9/2015,58,459.99,275.99,40, 2020-07-09 15:33:43 
762240, OK,0,0,1,8,10,19,216, 2/2016,53,139.99,83.99,40, 2020-07-09 15:33:45 
810576, OK,0,1,0,6,5,12,276, 4/2016,51,199.99,119.99,40, 2020-07-09 15:33:47 
188498, OK,0,0,0,3,12,15,541, 3/2018,28,199.99,119.99,40, 2020-07-09 15:33:49 
1144288, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:33:51 
180680, OK,3,2,13,31,69,118,1820, 9/2018,22,199.99,119.99,40, 2020-07-09 15:33:54 
1031698, OK,0,1,4,16,31,52,428, 8/2017,35,79.99,47.99,40, 2020-07-09 15:33:56 
62252, OK,0,0,1,0,5,6,189, 10/2013,81,79.99,47.99,40, 2020-07-09 15:33:58 
1113008, OK,0,0,0,1,11,12,80, 3/2017,40,79.99,47.99,40, 2020-07-09 15:34:00 
807494, OK,3,2,1,4,13,23,368, 6/2016,49,319.99,191.99,40, 2020-07-09 15:34:02 
761122, OK,0,3,1,4,14,22,433, 2/2016,53,139.99,83.99,40, 2020-07-09 15:34:05 
12214, NoRates, NaN, NaN, NaN, NaN, NaN, NaN    , NaN    , 0/0, NaN , NaN, NaN, NaN , 2020-07-09 15:34:07 
344180, OK,0,1,6,18,56,81,456, 1/2016,54,79.99,47.99,40, 2020-07-09 15:34:08 
185266, OK,2,1,7,31,71,112,1080, 3/2018,28,199.99,119.99,40, 2020-07-09 15:34:12 
1076244, OK,1,0,26,56,88,171,912, 9/2018,22,239.99,143.99,40, 2020-07-09 15:34:15 
1036338, OK,0,0,0,1,3,4,24, 12/2016,43,159.99,95.99,40, 2020-07-09 15:34:17 
266682, OK,3,0,14,14,37,68,1473, 10/2014,69, NaN, NaN, NaN , 2020-07-09 15:34:19 
